skill_score,qualification_score,location_score,stipend_score,experience_score,skill_x_location,skill_squared,shortlisted
0.5,0.25,0.097,0.532,0.171,0.049,0.25,0
0.25,1.0,0.766,1.0,0.632,0.192,0.062,0
0.25,0.85,0.534,0.85,0.812,0.134,0.062,0
0.845,1.0,0.323,1.0,0.193,0.273,0.714,0
0.254,0.447,0.2,0.596,0.466,0.051,0.065,0
0.5,0.215,0.5,0.511,0.514,0.25,0.25,0
0.75,0.3,1.0,0.5,0.73,0.75,0.562,1
0.3,0.724,0.173,0.69,0.519,0.052,0.09,0
0.85,1.0,0.2,0.334,0.792,0.17,0.722,0
0.121,0.748,0.929,0.632,0.049,0.112,0.015,0
1.0,1.0,0.153,0.997,0.874,0.153,1.0,0
0.2,0.5,0.148,0.75,0.514,0.03,0.04,0
0.2,1.0,0.13,1.0,0.178,0.026,0.04,0
0.3,0.5,0.323,0.09,0.605,0.097,0.09,0
0.5,0.0,0.169,0.75,0.561,0.085,0.25,0
0.233,0.156,0.086,0.243,0.559,0.02,0.054,0
0.288,0.0,0.75,0.25,0.666,0.216,0.083,0
0.85,0.3,0.668,0.2,0.23,0.568,0.722,1
1.0,0.75,0.008,0.85,0.597,0.008,1.0,0
0.2,0.75,0.75,0.2,0.813,0.15,0.04,0
0.2,1.0,0.561,0.04,0.83,0.112,0.04,0
0.3,0.5,0.85,1.0,0.248,0.255,0.09,1
0.75,0.815,1.0,0.226,0.308,0.75,0.562,1
0.75,0.3,0.3,0.85,0.819,0.225,0.562,0
0.3,0.581,0.202,1.0,0.819,0.061,0.09,0
0.77,0.565,0.0,0.2,0.166,0.0,0.593,0
0.0,0.88,1.0,0.5,0.137,0.0,0.0,0
0.0,0.612,1.0,0.596,0.208,0.0,0.0,0
0.75,1.0,0.85,0.75,0.442,0.637,0.562,1
0.0,0.2,0.95,0.25,0.682,0.0,0.0,0
0.986,0.49,0.75,0.428,0.699,0.74,0.972,1
0.72,0.2,1.0,0.2,0.79,0.72,0.518,1
0.2,0.2,0.75,0.85,0.696,0.15,0.04,0
0.5,0.055,0.3,1.0,0.081,0.15,0.25,0
1.0,0.696,0.75,0.0,0.161,0.75,1.0,1
0.202,0.85,0.25,0.124,0.103,0.051,0.041,0
1.0,0.975,0.16,0.2,0.691,0.16,1.0,0
0.3,0.25,0.0,0.85,0.657,0.0,0.09,0
0.25,0.25,0.004,0.012,0.448,0.001,0.062,0
0.608,0.3,1.0,1.0,0.071,0.608,0.37,1
1.0,1.0,0.208,0.0,0.588,0.208,1.0,1
0.667,0.298,0.049,0.3,0.145,0.033,0.445,0
0.7,0.3,0.749,0.2,0.084,0.524,0.49,1
1.0,0.758,0.065,0.2,0.625,0.065,1.0,1
0.3,0.612,1.0,0.484,0.62,0.3,0.09,0
0.287,0.316,0.85,0.614,0.447,0.244,0.082,0
0.3,0.233,0.25,0.0,0.418,0.075,0.09,0
0.207,0.415,0.5,0.3,0.01,0.103,0.043,0
0.0,1.0,0.2,0.5,0.307,0.0,0.0,0
0.029,0.5,0.922,1.0,0.718,0.027,0.001,0
1.0,0.537,0.75,0.056,0.469,0.75,1.0,1
0.555,1.0,0.8,0.354,0.873,0.444,0.308,1
0.75,0.842,1.0,0.0,0.778,0.75,0.562,1
0.314,0.75,0.25,0.85,0.195,0.079,0.099,0
0.0,0.913,0.2,0.905,0.139,0.0,0.0,0
0.85,0.143,0.822,0.677,0.119,0.699,0.722,1
0.2,0.0,0.594,0.75,0.8,0.119,0.04,0
0.746,0.5,0.21,0.5,0.249,0.157,0.557,0
0.2,0.25,0.0,0.56,0.092,0.0,0.04,0
0.85,0.5,0.3,1.0,0.803,0.255,0.722,0
0.0,0.2,0.0,0.75,0.161,0.0,0.0,0
1.0,0.312,0.713,0.533,0.876,0.713,1.0,1
0.3,0.75,0.5,0.71,0.419,0.15,0.09,1
1.0,0.5,0.85,0.882,0.408,0.85,1.0,1
0.85,0.3,0.5,0.127,0.093,0.425,0.722,0
0.326,0.792,1.0,0.3,0.559,0.326,0.106,0
0.384,1.0,1.0,0.85,0.49,0.384,0.147,1
0.078,0.574,1.0,0.0,0.74,0.078,0.006,0
0.07,1.0,0.379,0.2,0.081,0.027,0.005,0
0.903,0.0,0.25,0.85,0.351,0.226,0.815,0
0.5,0.5,0.937,0.915,0.891,0.469,0.25,1
0.51,0.853,1.0,0.001,0.504,0.51,0.26,0
0.5,0.235,0.394,0.75,0.365,0.197,0.25,0
0.25,0.3,0.85,0.154,0.898,0.212,0.062,0
0.0,0.144,0.658,0.136,0.123,0.0,0.0,0
0.894,0.93,0.454,1.0,0.346,0.406,0.799,1
0.2,0.3,0.269,0.576,0.03,0.054,0.04,0
0.85,0.75,0.08,0.526,0.773,0.068,0.722,0
1.0,1.0,0.75,0.664,0.602,0.75,1.0,1
0.85,0.904,0.2,1.0,0.517,0.17,0.722,1
0.85,0.0,0.598,1.0,0.234,0.508,0.722,1
0.2,0.292,0.027,0.3,0.455,0.005,0.04,0
0.25,0.275,0.0,0.91,0.665,0.0,0.062,0
0.3,0.25,0.2,0.0,0.871,0.06,0.09,0
0.838,0.413,1.0,0.167,0.52,0.838,0.702,1
0.5,0.116,0.75,1.0,0.672,0.375,0.25,0
1.0,0.39,1.0,0.012,0.835,1.0,1.0,1
0.962,0.041,0.637,0.432,0.826,0.613,0.925,0
0.5,0.255,1.0,0.749,0.661,0.5,0.25,0
0.5,0.993,0.0,0.832,0.011,0.0,0.25,1
0.75,0.85,0.0,0.0,0.051,0.0,0.562,0
0.217,0.2,0.12,0.13,0.591,0.026,0.047,0
0.3,0.696,0.75,0.076,0.408,0.225,0.09,0
0.692,0.77,0.0,0.0,0.345,0.0,0.479,1
0.5,0.0,0.3,0.178,0.443,0.15,0.25,0
0.218,0.913,0.103,1.0,0.655,0.022,0.048,0
0.75,0.0,0.665,0.5,0.814,0.499,0.562,1
1.0,1.0,0.781,0.54,0.003,0.781,1.0,1
0.482,0.85,0.5,0.2,0.329,0.241,0.232,0
0.75,0.29,1.0,0.75,0.595,0.75,0.562,1
0.2,0.359,0.75,0.14,0.174,0.15,0.04,0
1.0,0.85,1.0,0.016,0.305,1.0,1.0,1
0.406,1.0,0.3,0.233,0.065,0.122,0.165,0
0.2,0.2,0.25,0.0,0.814,0.05,0.04,0
1.0,1.0,0.0,1.0,0.719,0.0,1.0,1
0.426,0.982,0.324,0.576,0.124,0.138,0.181,0
0.764,0.85,0.5,0.75,0.151,0.382,0.584,1
0.25,0.041,1.0,0.3,0.014,0.25,0.062,0
0.25,0.707,0.85,1.0,0.623,0.212,0.062,0
0.523,0.3,0.038,0.75,0.551,0.02,0.274,1
0.301,0.3,1.0,0.619,0.776,0.301,0.091,0
1.0,0.659,0.25,0.25,0.617,0.25,1.0,0
0.3,0.0,0.5,0.75,0.226,0.15,0.09,0
0.453,0.0,0.176,0.485,0.104,0.08,0.205,0
0.593,0.25,0.898,0.0,0.294,0.533,0.352,1
0.87,0.3,1.0,1.0,0.13,0.87,0.757,0
1.0,1.0,0.632,0.202,0.114,0.632,1.0,1
0.25,0.75,0.3,0.22,0.266,0.075,0.062,0
0.953,0.578,0.3,1.0,0.44,0.286,0.908,0
1.0,0.75,0.247,1.0,0.2,0.247,1.0,0
0.914,0.418,0.75,0.504,0.383,0.685,0.835,1
0.697,0.75,1.0,0.693,0.366,0.697,0.486,1
0.3,0.091,0.85,0.75,0.772,0.255,0.09,0
0.75,0.3,0.405,0.37,0.418,0.304,0.562,0
0.071,0.333,0.75,0.698,0.551,0.053,0.005,0
0.0,0.336,0.515,0.364,0.046,0.0,0.0,0
0.2,0.3,0.705,0.3,0.125,0.141,0.04,0
1.0,0.752,0.703,0.761,0.288,0.703,1.0,1
1.0,0.0,1.0,0.2,0.423,1.0,1.0,1
0.899,0.85,0.945,0.941,0.059,0.85,0.808,1
0.2,0.3,0.0,0.5,0.101,0.0,0.04,0
0.25,0.2,1.0,0.474,0.378,0.25,0.062,0
0.25,0.25,0.52,1.0,0.309,0.13,0.062,0
1.0,0.53,1.0,0.25,0.808,1.0,1.0,1
0.227,0.85,0.047,1.0,0.861,0.011,0.052,0
1.0,0.25,0.693,0.153,0.214,0.693,1.0,1
0.25,0.85,1.0,0.666,0.88,0.25,0.062,0
0.3,0.2,0.405,0.3,0.853,0.121,0.09,0
1.0,0.331,0.474,1.0,0.6,0.474,1.0,1
0.922,0.0,0.9,1.0,0.105,0.83,0.85,1
0.22,0.85,0.25,0.3,0.703,0.055,0.048,0
0.0,1.0,0.958,0.394,0.441,0.0,0.0,0
0.2,0.361,0.75,0.85,0.011,0.15,0.04,0
0.75,0.088,0.444,0.804,0.26,0.333,0.562,0
0.424,0.14,0.2,0.5,0.427,0.085,0.18,0
0.066,0.756,0.75,0.273,0.157,0.05,0.004,0
0.3,0.75,0.75,0.5,0.751,0.225,0.09,1
1.0,0.0,0.5,0.834,0.425,0.5,1.0,1
0.417,0.3,0.5,0.2,0.539,0.208,0.174,0
1.0,0.628,0.2,0.2,0.761,0.2,1.0,1
0.5,0.3,0.2,0.75,0.573,0.1,0.25,0
0.5,0.2,0.3,0.599,0.15,0.15,0.25,0
0.5,0.5,1.0,0.3,0.012,0.5,0.25,0
1.0,0.3,0.25,0.3,0.716,0.25,1.0,0
0.952,0.713,0.803,0.2,0.105,0.764,0.906,1
0.5,0.5,0.75,0.598,0.687,0.375,0.25,1
0.029,0.222,0.142,0.25,0.189,0.004,0.001,0
0.2,0.75,0.043,1.0,0.534,0.009,0.04,0
0.043,0.0,0.782,0.205,0.811,0.034,0.002,0
0.2,0.5,0.348,1.0,0.703,0.07,0.04,0
0.2,1.0,0.529,0.964,0.155,0.106,0.04,0
0.0,0.92,0.475,0.185,0.606,0.0,0.0,0
0.981,0.3,0.85,0.0,0.468,0.834,0.962,1
0.85,0.2,0.75,0.5,0.411,0.637,0.722,1
0.841,0.75,0.75,0.0,0.805,0.631,0.707,1
0.367,0.75,0.396,0.2,0.107,0.145,0.135,0
0.978,0.892,0.5,0.339,0.535,0.489,0.956,0
0.75,0.279,0.582,0.75,0.32,0.436,0.562,1
0.988,0.3,0.108,0.75,0.208,0.107,0.976,0
0.0,0.498,0.25,0.85,0.137,0.0,0.0,0
0.0,0.52,1.0,0.75,0.441,0.0,0.0,0
1.0,0.2,0.88,0.75,0.283,0.88,1.0,1
0.2,0.5,0.164,0.85,0.644,0.033,0.04,0
0.75,0.685,1.0,0.3,0.456,0.75,0.562,1
1.0,0.353,0.32,0.0,0.115,0.32,1.0,0
0.584,0.625,1.0,0.5,0.371,0.584,0.341,1
0.25,0.593,0.066,0.5,0.153,0.017,0.062,0
0.75,1.0,0.75,0.85,0.34,0.562,0.562,1
1.0,0.25,1.0,0.667,0.15,1.0,1.0,1
0.202,0.974,1.0,0.5,0.043,0.202,0.041,0
0.3,0.958,0.578,0.85,0.061,0.173,0.09,0
0.3,0.0,0.302,0.433,0.486,0.091,0.09,0
1.0,0.548,0.628,0.3,0.519,0.628,1.0,1
0.742,1.0,0.727,0.25,0.328,0.539,0.551,1
0.5,0.41,0.911,0.846,0.24,0.456,0.25,1
1.0,0.25,0.25,0.5,0.418,0.25,1.0,0
0.2,0.5,0.5,0.278,0.496,0.1,0.04,0
0.75,0.055,0.314,0.0,0.811,0.235,0.562,0
0.2,0.3,1.0,0.933,0.47,0.2,0.04,0
0.932,0.0,0.0,0.313,0.749,0.0,0.869,0
0.744,0.218,0.25,0.439,0.229,0.186,0.554,0
0.85,0.113,1.0,0.963,0.791,0.85,0.722,0
0.85,0.021,0.606,0.662,0.847,0.515,0.722,1
0.24,0.85,0.701,0.685,0.481,0.168,0.058,0
0.2,0.393,0.256,0.25,0.268,0.051,0.04,0
0.75,0.879,0.406,0.0,0.741,0.304,0.562,0
1.0,0.333,0.2,0.698,0.456,0.2,1.0,1
0.813,0.453,0.0,0.184,0.399,0.0,0.661,0
0.25,0.314,0.25,0.25,0.762,0.062,0.062,0
0.319,0.3,1.0,0.8,0.179,0.319,0.102,0
0.75,0.884,0.0,0.647,0.564,0.0,0.562,0
0.198,0.169,1.0,0.149,0.862,0.198,0.039,0
0.2,0.435,0.454,0.119,0.642,0.091,0.04,0
0.782,0.75,1.0,0.6,0.896,0.782,0.612,1
0.418,0.3,0.5,0.75,0.817,0.209,0.175,0
0.458,0.25,0.974,0.3,0.642,0.446,0.21,0
0.256,0.0,0.25,0.85,0.897,0.064,0.066,0
0.598,0.046,1.0,1.0,0.604,0.598,0.358,1
0.041,0.25,0.85,0.132,0.286,0.035,0.002,0
0.0,0.25,0.85,0.926,0.255,0.0,0.0,0
0.762,0.5,0.3,0.75,0.687,0.229,0.581,1
0.657,0.053,0.25,0.75,0.234,0.164,0.432,0
1.0,0.5,0.561,0.2,0.761,0.561,1.0,1
0.0,0.5,0.25,0.823,0.507,0.0,0.0,0
0.0,0.3,0.2,0.75,0.609,0.0,0.0,0
0.0,0.2,0.154,0.75,0.409,0.0,0.0,0
0.2,0.0,0.951,1.0,0.116,0.19,0.04,0
0.283,0.744,1.0,0.5,0.16,0.283,0.08,0
0.089,0.163,0.285,0.654,0.109,0.025,0.008,0
0.85,0.604,0.2,0.513,0.441,0.17,0.722,0
1.0,0.75,0.614,1.0,0.084,0.614,1.0,1
0.676,0.714,0.527,0.084,0.421,0.356,0.457,1
0.3,0.684,0.25,0.85,0.512,0.075,0.09,0
0.513,1.0,1.0,0.355,0.527,0.513,0.263,1
0.75,0.25,0.045,0.85,0.283,0.034,0.562,0
0.45,0.341,0.81,0.0,0.672,0.365,0.203,0
0.106,0.2,0.2,0.75,0.414,0.021,0.011,0
0.744,0.303,0.617,0.963,0.608,0.459,0.554,0
0.25,0.0,0.696,0.0,0.188,0.174,0.062,0
0.436,0.79,0.5,0.148,0.38,0.218,0.19,1
0.739,1.0,1.0,0.3,0.265,0.739,0.546,1
0.85,0.75,0.849,0.596,0.499,0.722,0.722,1
1.0,1.0,0.0,1.0,0.519,0.0,1.0,0
0.75,0.117,0.646,1.0,0.019,0.485,0.562,1
0.5,0.3,0.85,0.853,0.644,0.425,0.25,1
0.723,1.0,0.673,0.796,0.72,0.487,0.523,1
0.282,0.667,0.25,0.75,0.091,0.07,0.08,0
0.304,0.0,0.359,0.25,0.157,0.109,0.092,0
0.2,0.0,0.121,0.5,0.894,0.024,0.04,0
0.77,0.3,0.874,0.104,0.045,0.673,0.593,0
0.963,0.975,0.61,0.102,0.506,0.587,0.927,1
0.0,0.911,0.5,0.762,0.449,0.0,0.0,0
0.5,0.25,0.25,1.0,0.692,0.125,0.25,1
0.474,0.25,0.5,0.415,0.566,0.237,0.225,0
0.53,0.138,1.0,0.952,0.465,0.53,0.281,0
0.443,0.718,0.2,0.5,0.361,0.089,0.196,0
1.0,0.66,0.903,1.0,0.875,0.903,1.0,1
0.701,0.722,0.5,0.5,0.81,0.35,0.491,1
0.75,0.3,0.624,0.442,0.311,0.468,0.562,0
0.775,0.084,1.0,0.74,0.113,0.775,0.601,0
0.0,0.85,0.3,1.0,0.533,0.0,0.0,0
0.727,0.11,0.5,1.0,0.319,0.363,0.529,1
0.125,0.0,0.3,0.989,0.509,0.037,0.016,0
0.533,0.85,1.0,0.714,0.468,0.533,0.284,1
1.0,0.5,0.3,0.828,0.074,0.3,1.0,1
0.476,0.85,0.403,1.0,0.785,0.192,0.227,1
0.997,0.948,0.417,1.0,0.114,0.416,0.994,1
1.0,0.118,0.75,0.25,0.85,0.75,1.0,1
0.602,0.2,0.85,0.25,0.106,0.512,0.362,1
0.85,0.3,1.0,0.85,0.8,0.85,0.722,1
0.489,0.5,0.0,0.85,0.509,0.0,0.239,0
0.475,0.606,0.505,1.0,0.6,0.24,0.226,1
0.089,0.624,1.0,0.0,0.862,0.089,0.008,0
0.646,0.707,0.85,0.2,0.58,0.549,0.417,1
0.542,0.957,1.0,0.2,0.108,0.542,0.294,0
0.0,0.25,1.0,0.85,0.362,0.0,0.0,0
0.023,1.0,1.0,0.5,0.082,0.023,0.001,0
0.85,0.5,0.154,0.679,0.053,0.131,0.722,0
0.0,0.0,0.75,0.258,0.847,0.0,0.0,0
0.25,0.586,1.0,0.269,0.287,0.25,0.062,0
0.0,0.3,0.019,0.2,0.222,0.0,0.0,0
0.305,0.2,0.5,0.142,0.486,0.152,0.093,0
0.75,0.555,0.75,0.621,0.588,0.562,0.562,1
0.75,0.5,0.38,0.3,0.527,0.285,0.562,0
1.0,0.85,0.0,0.725,0.899,0.0,1.0,0
1.0,0.318,0.343,0.75,0.246,0.343,1.0,0
0.25,0.85,0.25,0.002,0.429,0.062,0.062,0
0.413,0.703,0.538,0.649,0.07,0.222,0.171,1
0.672,0.353,0.827,0.3,0.755,0.556,0.452,0
0.125,0.3,0.3,0.758,0.612,0.037,0.016,0
1.0,0.808,0.75,0.037,0.444,0.75,1.0,1
0.007,0.638,0.5,1.0,0.153,0.004,0.0,0
0.672,0.176,0.2,1.0,0.77,0.134,0.452,0
0.274,0.023,0.678,0.681,0.795,0.186,0.075,1
0.2,0.323,0.407,1.0,0.42,0.081,0.04,0
0.884,0.5,0.532,0.75,0.175,0.47,0.781,1
0.2,0.226,0.958,0.197,0.296,0.192,0.04,0
0.028,0.2,0.85,0.247,0.426,0.024,0.001,0
0.822,0.3,0.776,0.764,0.563,0.638,0.676,1
0.0,0.377,0.693,0.062,0.722,0.0,0.0,0
0.432,0.0,0.85,0.402,0.556,0.367,0.187,0
0.787,0.453,1.0,0.619,0.306,0.787,0.619,0
0.454,0.25,0.0,0.2,0.534,0.0,0.206,0
0.126,0.85,1.0,0.25,0.717,0.126,0.016,0
0.75,0.85,1.0,0.147,0.278,0.75,0.562,1
0.2,0.3,1.0,0.559,0.049,0.2,0.04,0
0.641,0.0,0.75,0.982,0.54,0.481,0.411,1
0.85,0.419,0.75,0.911,0.446,0.637,0.722,0
0.693,0.3,0.5,0.376,0.36,0.346,0.48,0
0.0,0.0,0.3,0.25,0.568,0.0,0.0,0
0.2,0.5,0.5,0.34,0.499,0.1,0.04,0
0.5,0.021,0.379,0.111,0.843,0.19,0.25,0
0.5,0.941,0.998,0.878,0.059,0.499,0.25,1
0.795,0.75,0.318,0.3,0.829,0.253,0.632,0
0.85,0.328,0.5,0.852,0.872,0.425,0.722,0
0.0,0.791,0.167,0.85,0.449,0.0,0.0,0
0.5,1.0,0.495,0.75,0.574,0.247,0.25,0
0.207,0.452,0.25,0.75,0.514,0.052,0.043,0
0.2,0.0,1.0,0.2,0.419,0.2,0.04,0
1.0,0.85,0.317,0.3,0.398,0.317,1.0,1
0.0,1.0,0.2,0.927,0.089,0.0,0.0,0
0.25,0.5,0.5,1.0,0.898,0.125,0.062,0
0.74,0.009,0.5,0.404,0.365,0.37,0.548,0
0.472,0.3,0.228,0.21,0.21,0.108,0.223,0
1.0,0.461,0.313,0.75,0.189,0.313,1.0,0
0.85,0.25,0.0,0.85,0.306,0.0,0.722,0
0.403,0.538,0.0,0.2,0.83,0.0,0.162,0
0.33,0.603,0.867,0.204,0.352,0.286,0.109,0
0.0,0.75,0.305,1.0,0.16,0.0,0.0,0
0.027,0.75,0.25,1.0,0.063,0.007,0.001,0
0.3,0.75,0.2,0.75,0.43,0.06,0.09,1
0.866,0.25,0.75,1.0,0.845,0.649,0.75,1
1.0,0.0,0.446,0.605,0.222,0.446,1.0,1
1.0,0.2,0.288,0.456,0.63,0.288,1.0,0
1.0,0.85,0.3,0.733,0.412,0.3,1.0,0
1.0,0.0,0.25,1.0,0.263,0.25,1.0,0
0.722,0.75,0.2,0.077,0.095,0.144,0.521,0
0.75,0.25,1.0,0.75,0.343,0.75,0.562,1
0.397,0.0,0.136,0.464,0.415,0.054,0.158,0
0.714,1.0,0.842,0.0,0.546,0.601,0.51,1
0.75,0.0,0.153,0.3,0.643,0.115,0.562,0
1.0,0.837,0.641,0.897,0.352,0.641,1.0,1
0.0,0.75,0.929,0.3,0.18,0.0,0.0,0
0.0,0.25,0.063,0.097,0.752,0.0,0.0,0
0.044,0.85,0.25,0.934,0.356,0.011,0.002,0
0.0,0.3,0.5,0.25,0.413,0.0,0.0,0
0.65,0.2,0.411,0.5,0.891,0.267,0.423,0
0.922,0.85,0.6,0.696,0.61,0.553,0.85,0
0.332,0.884,0.75,0.0,0.548,0.249,0.11,0
0.3,0.2,1.0,0.124,0.213,0.3,0.09,0
0.0,0.5,0.3,0.25,0.578,0.0,0.0,0
0.989,0.85,0.5,0.76,0.469,0.494,0.978,0
0.288,0.5,0.25,0.3,0.721,0.072,0.083,0
0.75,0.3,0.2,0.75,0.063,0.15,0.562,1
0.142,0.0,1.0,0.932,0.213,0.142,0.02,0
0.311,0.245,0.25,1.0,0.403,0.078,0.097,0
0.75,0.5,0.3,1.0,0.455,0.225,0.562,0
0.82,0.02,0.2,0.922,0.536,0.164,0.672,1
0.257,1.0,1.0,0.072,0.123,0.257,0.066,0
0.25,1.0,0.374,1.0,0.846,0.093,0.062,0
1.0,1.0,0.0,0.124,0.839,0.0,1.0,1
0.957,0.752,0.75,0.368,0.052,0.718,0.916,1
0.3,0.0,0.361,0.028,0.599,0.108,0.09,0
0.944,0.25,0.952,0.012,0.694,0.899,0.891,1
0.398,0.2,0.3,0.166,0.384,0.119,0.158,0
1.0,1.0,0.924,0.109,0.515,0.924,1.0,1
0.269,0.75,0.006,0.75,0.001,0.002,0.072,0
0.525,0.733,0.5,0.25,0.178,0.263,0.276,1
0.451,0.186,0.25,0.192,0.885,0.113,0.203,0
0.2,0.166,0.75,0.0,0.308,0.15,0.04,0
0.2,0.5,0.007,0.2,0.087,0.001,0.04,0
1.0,0.85,0.473,0.75,0.303,0.473,1.0,1
0.5,0.941,0.378,0.5,0.786,0.189,0.25,0
0.75,0.888,1.0,1.0,0.252,0.75,0.562,1
0.368,0.659,1.0,0.003,0.574,0.368,0.135,0
0.5,0.97,0.678,0.75,0.36,0.339,0.25,1
0.75,0.941,0.2,0.294,0.176,0.15,0.562,1
0.2,0.0,1.0,0.467,0.807,0.2,0.04,0
0.3,0.25,0.66,0.75,0.894,0.198,0.09,1
0.327,0.85,0.5,0.952,0.604,0.164,0.107,0
0.634,0.85,0.932,0.601,0.58,0.591,0.402,1
0.736,1.0,0.224,0.0,0.1,0.165,0.542,0
0.3,0.116,0.85,0.577,0.002,0.255,0.09,1
1.0,0.32,0.3,0.3,0.096,0.3,1.0,1
0.316,0.297,0.75,0.5,0.131,0.237,0.1,0
0.703,0.85,0.2,1.0,0.43,0.141,0.494,0
1.0,0.5,0.25,0.934,0.203,0.25,1.0,0
0.776,0.727,0.25,0.548,0.304,0.194,0.602,0
0.758,0.85,0.25,0.548,0.088,0.19,0.575,1
0.866,0.5,0.3,1.0,0.626,0.26,0.75,1
0.25,0.196,0.362,0.102,0.707,0.09,0.062,0
1.0,0.168,0.5,0.18,0.047,0.5,1.0,0
0.593,0.627,0.2,0.75,0.44,0.119,0.352,0
0.653,0.2,0.865,0.275,0.588,0.565,0.426,1
0.0,1.0,1.0,1.0,0.246,0.0,0.0,0
0.181,1.0,0.25,0.0,0.642,0.045,0.033,0
1.0,0.02,1.0,1.0,0.485,1.0,1.0,1
0.754,0.0,1.0,0.005,0.403,0.754,0.569,1
1.0,0.25,0.5,0.035,0.882,0.5,1.0,1
0.3,0.2,0.0,0.519,0.705,0.0,0.09,0
1.0,0.523,0.352,0.3,0.619,0.352,1.0,0
0.0,0.5,0.215,1.0,0.194,0.0,0.0,0
1.0,0.85,0.25,0.2,0.85,0.25,1.0,0
0.143,0.5,0.697,0.5,0.507,0.1,0.02,0
0.3,0.3,0.75,0.3,0.07,0.225,0.09,0
1.0,0.85,0.363,0.5,0.132,0.363,1.0,0
0.0,0.3,0.2,0.124,0.474,0.0,0.0,0
1.0,0.5,0.865,0.2,0.807,0.865,1.0,1
0.39,1.0,1.0,0.3,0.233,0.39,0.152,0
0.658,1.0,0.053,0.974,0.637,0.035,0.433,1
0.707,0.5,0.502,0.75,0.469,0.355,0.5,1
0.229,0.087,0.5,0.635,0.069,0.115,0.052,0
1.0,0.5,1.0,0.011,0.854,1.0,1.0,1
0.136,0.2,0.3,0.746,0.643,0.041,0.018,0
0.244,0.951,0.88,0.2,0.547,0.215,0.06,0
0.882,0.3,0.5,0.514,0.857,0.441,0.778,1
0.85,0.338,0.832,0.858,0.261,0.707,0.722,1
0.0,0.569,0.5,0.959,0.464,0.0,0.0,0
0.892,0.057,0.75,0.5,0.096,0.669,0.796,1
0.402,0.75,0.2,0.3,0.37,0.08,0.162,0
0.5,0.75,0.85,0.3,0.483,0.425,0.25,1
0.656,0.3,1.0,0.25,0.1,0.656,0.43,1
0.75,0.901,0.25,0.96,0.885,0.188,0.562,1
1.0,0.714,0.75,1.0,0.118,0.75,1.0,1
0.126,0.0,0.237,0.342,0.879,0.03,0.016,0
0.85,0.0,0.248,1.0,0.168,0.211,0.722,0
0.5,0.247,0.198,0.81,0.631,0.099,0.25,0
1.0,0.149,0.75,0.25,0.836,0.75,1.0,1
0.091,0.75,0.3,0.75,0.431,0.027,0.008,0
0.304,0.5,0.712,0.0,0.164,0.216,0.092,1
0.322,0.5,0.101,0.75,0.327,0.033,0.104,0
0.0,0.77,0.5,0.361,0.701,0.0,0.0,0
0.85,0.75,0.0,1.0,0.108,0.0,0.722,0
0.654,0.75,0.075,0.85,0.271,0.049,0.428,1
0.534,0.25,1.0,0.892,0.683,0.534,0.285,0
0.85,0.448,0.911,0.75,0.471,0.774,0.722,0
0.167,0.25,1.0,0.25,0.667,0.167,0.028,0
0.87,0.166,0.384,0.401,0.244,0.334,0.757,1
0.25,0.2,0.791,0.85,0.273,0.198,0.062,0
0.552,0.0,0.85,0.25,0.848,0.469,0.305,1
0.0,0.249,0.535,0.5,0.569,0.0,0.0,0
1.0,0.25,0.85,0.0,0.563,0.85,1.0,1
0.85,0.0,0.2,0.688,0.851,0.17,0.722,1
0.604,0.75,0.5,0.75,0.14,0.302,0.365,1
0.369,0.094,0.25,0.176,0.513,0.092,0.136,0
0.5,0.25,0.817,0.188,0.129,0.408,0.25,0
1.0,1.0,0.0,0.378,0.019,0.0,1.0,0
0.644,0.25,0.268,0.6,0.713,0.173,0.415,1
0.542,0.853,0.25,1.0,0.734,0.136,0.294,1
0.3,0.5,0.123,0.103,0.267,0.037,0.09,0
0.142,0.024,0.3,0.85,0.203,0.043,0.02,0
0.2,0.2,0.5,0.85,0.107,0.1,0.04,0
0.896,0.178,0.3,0.15,0.601,0.269,0.803,0
0.348,0.75,0.933,0.711,0.069,0.325,0.121,1
0.149,0.32,1.0,0.113,0.385,0.149,0.022,0
0.5,0.182,0.85,1.0,0.624,0.425,0.25,1
0.333,0.654,0.75,1.0,0.479,0.25,0.111,0
1.0,0.3,0.235,0.0,0.326,0.235,1.0,0
0.0,0.5,0.3,0.25,0.752,0.0,0.0,0
0.421,0.25,0.25,0.25,0.34,0.105,0.177,1
0.372,0.663,1.0,0.03,0.329,0.372,0.138,1
1.0,0.416,0.47,1.0,0.629,0.47,1.0,1
0.85,0.2,0.25,0.0,0.544,0.212,0.722,1
0.75,0.68,0.554,0.919,0.452,0.416,0.562,1
0.3,0.0,0.3,0.4,0.05,0.09,0.09,0
0.976,0.077,0.477,0.405,0.342,0.466,0.953,1
1.0,0.0,0.5,0.847,0.025,0.5,1.0,1
0.2,0.0,0.309,0.2,0.216,0.062,0.04,0
0.2,1.0,0.5,0.5,0.008,0.1,0.04,0
0.75,0.85,0.726,0.703,0.088,0.544,0.562,1
0.101,0.15,1.0,0.2,0.261,0.101,0.01,0
0.2,0.232,0.25,0.161,0.867,0.05,0.04,0
0.651,0.341,0.339,1.0,0.036,0.221,0.424,0
0.239,0.607,0.567,0.097,0.013,0.136,0.057,0
0.0,1.0,0.5,0.5,0.519,0.0,0.0,0
